Code Postal / CEDEX,Code INSEE,Nom de la commune
63320,63080,Champeix
63410,63092,Charbonnières-les-Varennes
63160,63146,Égliseneuve-près-Billom
63120,63468,Vollore-Montagne
64490,64006,Accous
64410,64044,Arget
64250,64213,Espelette
64520,64250,Guiche
04340,04033,Ubaye-Serre-Ponçon
33970,33236,Lège-Cap-Ferret
13610,13080,Le Puy-Sainte-Réparade
13300,13103,Salon-de-Provence
14610,14015,Anisy
14330,14367,Lison
89250,89031,Beaumont
84810,84004,Aubignan
84190,84012,Beaumes-de-Venise
64350,64369,Maspie-Lalonquère-Juillacq
64370,64406,Morlanne
64390,64423,Oraàs
64330,64486,Saint-Jean-Poudge
64170,64554,Viellenave-d'Arthez
86120,86026,Beuxes
33690,33513,Sillas
34320,34184,Nizas
34160,34263,Saint-Hilaire-de-Beauvoir
92130,92040,Issy-les-Moulineaux
93130,93053,Noisy-le-Sec
86200,86049,Chalais
87150,87034,Champagnac-la-Rivière
87140,87128,Saint-Pardoux-le-Lac
87290,87180,Saint-Sornin-Leulac
35120,35034,La Boussac
35560,35113,LA FONTENELLE
35550,35155,Lohéac
35200,35238,Rennes
15200,15123,Méallet
15150,15143,Nieudan
15310,15175,Saint-Cernin
15290,15224,La Ségalassière
16460,16095,Chenon
19290,19021,Bellechassagne
97436,97413,Saint-Leu
97615,97615,Pamandzi
88260,88065,Bonvillet
88600,88172,Fiménil
88320,88180,Frain
88240,88311,Montmotier
88320,88456,Serocourt
88530,88470,Le Tholy
88000,88495,Vaudéville
89000,89024,Auxerre
36190,36146,Orsennes
36210,36229,Val-Fouzon
37600,37183,Perrusson
37370,37231,Saint-Paterne-Racan
19430,19259,Sexcles
21130,21028,Athée
21320,21153,Châtellenot
79110,79211,PIOUSSAY
79420,79341,Vautebis
80260,80316,Flesselles
80700,80359,Fresnoy-lès-Roye
63520,63334,Saint-Dier-d'Auvergne
64390,64022,Andrein
89560,89174,FONTENAILLES
89150,89459,Villeneuve-la-Dondagre
39120,39011,Annoire
21500,21516,Quincerot
21550,21606,Ladoix-Serrigny
21270,21610,Soissons-sur-Nacey
80300,80429,Hénencourt
80260,80562,Montigny-sur-l'Hallue
81430,81026,Bellegarde-Marsal
64130,64391,Moncayolle-Larrory-Mendibieu
64190,64529,Sus
65150,65093,Bize
67430,67508,Vœllerdingen
39110,39147,Chilly-sur-Salins
39160,39209,Val-d'Épy
39130,39240,Le Frasnois
39250,39393,Onglières
22980,22180,Plélan-le-Petit
09500,09039,La Bastide-de-Bousignac
09800,09055,Bethmale
81160,81257,Saint-Juéry
65190,65132,Castéra-Lanusse
65360,65464,Vielle-Adour
66650,66016,Banyuls-sur-Mer
66730,66035,Campoussy
40700,40007,Argelos
40300,40059,Cagnotte
40240,40087,Créon-d'Armagnac
40500,40195,Montgaillard
40250,40201,Mugron
40180,40207,Oeyreluy
40270,40240,Renung
40170,40266,Saint-Julien-en-Born
10150,10191,Lavau
10410,10332,Ruvigny
63260,63240,Montpensier
63970,63407,Saulzet-le-Froid
59380,59016,Armbouts-Cappel
59530,59194,Englefontaine
59144,59217,Eth
59219,59218,Étrœungt
69700,69236,Saint-Romain-en-Gier
70000,70044,Auxon
70000,70162,Colombe-lès-Vesoul
70000,70235,Flagy
70400,70285,Héricourt
70210,70360,Montdoré
41190,41142,Valencisse
42700,42095,Firminy
42330,42222,Saint-Galmier
10130,10359,Saint-Phal
11700,11261,Moux
11300,11323,Roquetaillade-et-Conilhac
64460,64174,Castéra-Loubix
64800,64191,Coarraze
59670,59655,Wemaers-Cappel
60930,60041,Bailleul-sur-Thérain
60240,60143,Chaumont-en-Vexin
60690,60242,Fontaine-Lavaganne
60380,60271,Gerberoy
60350,60305,Hautefontaine
60590,60331,Labosse
70130,70481,Savoyeux
71350,71131,Ciel
43270,43043,Céaux-d'Allègre
43340,43192,Saint-Haon
44330,44032,La Chapelle-Heulin
44270,44087,Machecoul-Saint-Même
44117,44151,Saint-André-des-Eaux
44690,44159,Saint-Fiacre-sur-Maine
12120,12015,Auriac-Lagast
12290,12050,Canet-de-Salars
12520,12070,Compeyre
12000,12090,Druelle Balsac
05600,05136,Saint-Crépin
65190,65333,Oléac-Dessus
65500,65477,Villenave-près-Marsac
60440,60489,Péroy-les-Gombries
60310,60621,Solente
60400,60657,Vauchelles
50350,50165,Donville-les-Bains
50420,50192,Fourneaux
50450,50221,Grimesnil
50490,50340,Montcuit
50620,50348,MONTMARTIN EN GRAIGNES
44110,44218,Villepot
50570,50352,Montreuil-sur-Lozon
06360,06059,Èze
06570,06128,Saint-Paul-de-Vence
06910,06131,Sallagriffon
07340,07056,Charnas
07000,07090,Flaviac
07270,07216,Saint-Barthélemy-Grozon
84110,84111,Saint-Marcellin-lès-Vaison
84750,84144,Viens
67130,67026,Bellefosse
67110,67388,Reichshoffen
50260,50425,Rauville-la-Bigot
50680,50446,Saint-André-de-l'Épine
50670,50542,Saint-Pois
51800,51015,Argers
51700,51038,Baslieux-sous-Châtillon
51000,51108,Châlons-en-Champagne
51800,51143,Le Chemin
50200,50568,Saussey
51370,51365,Les Mesneux
08300,08144,Doux
86160,86052,Champagné-Saint-Hilaire
87230,87027,Bussière-Galant
87270,87050,Couzeix
67310,67442,Scharrachbergheim-Irmstett
67620,67472,Soufflenheim
67000,67482,Strasbourg
67280,67500,Urmatt
68130,68158,Jettingen
68730,68263,Ranspach-le-Bas
68230,68316,Soultzbach-les-Bains
51270,51186,Courjeonnet
51130,51239,Étréchy
51230,51243,Faux-Fresnay
51230,51323,Linthelles
51300,51325,Lisse-en-Champagne
51800,51368,Minaucourt-le-Mesnil-lès-Hurlus
02820,02007,Aizelles
02200,02064,Belleu
02340,02200,Clermont-les-Fermes
88490,88113,Combrimont
88260,88238,Hennezel
61350,61248,Mantilly
69780,69283,Mions
08220,08146,Draize
51120,51626,La Villeneuve-lès-Charleville
51300,51647,Vitry-en-Perthois
52240,52159,Cuves
52700,52306,Manois
30650,30315,Saze
31370,31065,Bérat
31780,31116,Castelginest
31360,31198,Le Fréchet
02200,02564,Noyant-et-Aconin
02110,02703,Seboncourt
02160,02778,Vendresse-Beaulne
03500,03049,Cesset
03240,03183,Le Montet
03340,03197,Neuilly-le-Réal
61190,61491,Tourouvre au Perche
62170,62124,Beutin
62130,62187,Buneville
62138,62276,Douvrin
09140,09113,Ercé
27450,27571,Saint-Martin-Saint-Firmin
27800,27584,Saint-Paul-de-Fourques
27910,27672,Vascœuil
28120,28081,Charonville
28500,28223,Luray
31160,31357,Montastruc-de-Salies
31310,31455,Rieux-Volvestre
31510,31509,Saint-Pé-d'Ardet
32300,32045,Berdoues
32400,32046,Bernède
32500,32078,Castelnau-d'Arbieu
03160,03320,Ygrande
27670,27582,Saint-Ouen-du-Tilleul
27330,27685,La Vieille-Lyre
28230,28140,Épernon
62158,62465,Humbercamps
10340,10009,Arrelles
10260,10331,Rumilly-lès-Vaudes
10380,10408,Viâpres-le-Petit
10110,10439,Viviers-sur-Artaut
11270,11051,Brézilhac
28250,28368,La Saucelle
29620,29182,Plouégat-Guérand
32300,32278,Montaut
32700,32429,Sempesserre
33190,33102,Casseuil
28200,28410,Villampuy
63420,63007,Apchat
63640,63041,Biollet
63350,63128,Crevant-Laveine
70000,70047,Baignes
11170,11070,Carlipa
80200,80313,Flaucourt
80370,80381,Gorges
80490,80406,Hallencourt
80680,80424,Hébécourt
30160,30045,Bordezac
30111,30091,Congénies
30980,30138,Langlade
30330,30232,Saint-André-d'Olérargues
30440,30283,Saint-Martial
53110,53127,Lassay-les-Châteaux
53970,53157,Montigné-le-Brillant
29140,29241,Rosporden
26230,26070,Chamaret
70200,70515,Le Val-de-Gouhenans
70000,70516,Vallerois-le-Bois
70190,70519,Vandelans
70500,70554,Villars-le-Pautel
81110,81143,Lescout
31480,31062,Bellesserre
54290,54085,Borville
54200,54122,Chaudeney-sur-Moselle
27260,27035,Bailleul-la-Vallée
71240,71219,Gigny-sur-Saône
82370,82079,Labastide-Saint-Pierre
82500,82093,Larrazet
83340,83026,Cabasse
20128,NA,Grosseto-Prugna
58210,58058,La Chapelle-Saint-André
58380,58146,Lucenay-lès-Aix
58300,58241,Saint-Germain-Chassenay
55170,55132,Cousances-les-Forges
55100,55200,Fromeréville-les-Vallons
27130,27457,Piseux
27390,27556,Saint-Laurent-du-Tencement
16170,16148,Genac-Bignac
77750,77043,Boitron
20215,NA,Silvareccio
77600,77085,Chanteloup-en-Brie
59240,59183,Dunkerque
59128,59234,Flers-en-Escrebieux
59148,59239,Flines-lez-Raches
59400,59405,Mœuvres
55000,55470,Saudrupt
56220,56218,Saint-Gravé
17100,17164,Fontcouverte
17380,17321,Saint-Crépin
98831,98830,TOUHO
77230,77392,Rouvres
77310,77407,Saint-Fargeau-Ponthierry
78200,78234,Flacourt
78550,78285,Gressey
78114,78356,Magny-les-Hameaux
59163,59591,Thivencelle
60117,60279,Gondreville
57850,57163,Dabo
57990,57514,Nousseviller-Saint-Nabor
57590,57528,Oron
18220,18016,Aubinges
18120,18064,Chéry
18250,18163,Neuvy-Deux-Clochers
20167,NA,Appietto
20115,NA,Piana
20121,NA,Rosazia
20200,NA,Bastia
79100,79157,Louzy
79330,79299,Saint-Varent
79400,79302,Saivres
79200,79002,Adilly
79290,79063,Val en Vignes
27170,27642,LE TILLEUL OTHON
28410,28056,Boutigny-Prouais
28120,28261,Montigny-le-Chartif
28500,28404,Vernouillet
80700,80189,La Chavatte
79110,79349,Villemain
80140,80183,Cerisy-Buleux
80510,80200,Cocquerel
80290,80273,Éplessier
80140,80297,Étréjust
80360,80418,Hardecourt-aux-Bois
29290,29149,MILIZAC
30700,30110,Flaux
30940,30231,Saint-André-de-Valborgne
80200,80701,Saint-Christ-Briost
38110,38464,Saint-Victor-de-Cessieu
38340,38565,Voreppe
39320,39295,Loisia
21850,21540,Saint-Apollinaire
21190,21541,Saint-Aubin
01410,01247,Mijoux
35210,35100,DOMPIERRE DU CHEMIN
35111,35153,Lillemer
14290,14621,Saint-Martin-de-Bienfaite-la-Cressonnière
14100,14625,Saint-Martin-de-la-Lieue
14420,14753,Villers-Canivet
15270,15038,Champs-sur-Tarentaine-Marchal
15120,15093,Lapeyrugue
57920,57464,Metzeresche
65350,65115,Cabanac
65360,65313,Momères
07580,07242,Saint-Gineis-en-Coiron
08250,08128,Condé-lès-Autry
55000,55079,Brillon-en-Barrois
02360,02021,Archon
02800,02059,Beautor
02860,02128,Bruyères-et-Montbérault
02130,02233,Cramaille
02840,02282,Eppes
02000,02408,Laon
02160,02482,Meurival
15200,15261,Le Vigean
15210,15265,Ydes
16320,16047,Blanzaguet-Saint-Cybard
16150,16100,Chirac
67330,67057,Bosselshausen
67310,67085,Dangolsheim
16250,16115,CRESSAC ST GENIS
16170,16156,GOURVILLE
16350,16404,Vieux-Ruffec
17590,17019,Ars-en-Ré
55700,55250,Inor
55300,55444,Rouvrois-sur-Meuse
55310,55519,Tronville-en-Barrois
02270,02491,Monceau-le-Neuf-et-Faucouzy
30140,30168,Mialet
31340,31073,Bondigoux
17160,17239,Mons
17780,17375,Saint-Nazaire-sur-Charente
67760,67151,Gambsheim
67140,67189,Heiligenstein
67170,67298,Mittelschaeffolsheim
60890,60448,Neufchelles
17600,17112,La Clisse
17600,17278,Pisany
18570,18050,La Chapelle-Saint-Ursin
57730,57015,Altviller
45260,45256,Presnoy
45460,45267,ST AIGNAN DES GUES
45700,45312,Solterre
46130,46076,Cornac
31460,31331,Maureville
31700,31351,Mondonville
32140,32041,Bellegarde
32330,32180,Lagraulet-du-Gers
25470,25280,Goumois
25250,25327,Lanthenans
25170,25332,Lavernay
25160,25405,Montperreux
61390,61133,Courtomer
61250,61279,Mieuxcé
61160,61289,Mont-Ormel
61380,61425,Saint-Martin-des-Pézerits
25600,25614,Vieux-Charmont
26340,26321,Saint-Nazaire-le-Désert
46500,46246,Saignes
46150,46264,Saint-Denis-Catus
25360,25520,Saint-Juan
25660,25611,La Vèze
26350,26297,ST BONNET DE VALCLERIEUX
61300,61456,Saint-Sulpice-sur-Risle
62153,62001,Ablain-Saint-Nazaire
72510,72243,Pontvallain
27380,27012,Amfreville-les-Champs
27500,27101,Bouquelon
27560,27222,Épreville-en-Lieuvin
27230,27237,Le Favril
27190,27402,LE MESNIL HARDRAY
47150,47291,La Sauvetat-sur-Lède
47200,47304,Taillebourg
48700,48083,Les Laubies
48400,48130,Rousses
48600,48139,Saint Bonnet-Laval
48110,48144,Sainte-Croix-Vallée-Française
51390,51622,Ville-Dommange
52700,52003,Aillianville
52360,52037,Bannes
52260,52042,Beauchemin
27400,27014,Amfreville-sur-Iton
27350,27110,Brestot
27250,27156,Chéronvilliers
27220,27177,Coudres
27120,27326,Hécourt
73670,73274,Saint-Pierre-d'Entremont
27420,27490,Richeville
53250,53164,Neuilly-le-Vendin
54210,54037,Azelot
54270,54184,Essey-lès-Nancy
52170,52347,Narcy
52400,52350,Neuvelle-lès-Voisey
52200,52380,Peigney
27400,27412,Terres de Bord
35480,35289,Saint-Malo-de-Phily
36170,36150,Parnac
81430,81096,Le Fraysse
82210,82003,Angeville
82500,82006,Auterive
62270,62361,Frévent
62860,62697,Récourt
54300,54329,Lunéville
54890,54055,Bayonville-sur-Mad
54450,54078,Blémerey
54800,54273,Jarny
37130,37038,Bréhémont
37390,37152,Mettray
37530,37161,Mosnes
37380,37166,Neuillé-le-Lierre
38118,38190,Hières-sur-Amby
38144,38280,Notre-Dame-de-Vaulx
84160,84026,Cadenet
84350,84039,Courthézon
84310,84081,Morières-lès-Avignon
85120,85059,La Châtaigneraie
62690,62857,Villers-Châtel
63114,63021,Authezat
63200,63135,Davayat
63470,63292,Puy-Saint-Gulmier
63880,63355,Saint-Gervais-sous-Meymont
01190,01284,Ozan
85570,85181,Pouillé
85200,85244,Saint-Martin-de-Fraigneau
86200,86044,Ceaux-en-Loudun
86210,86058,La Chapelle-Moulière
42110,42175,Pouilly-lès-Feurs
42660,42224,Saint-Genest-Malifaux
42800,42259,Saint-Martin-la-Plaine
42720,42338,Vougy
43160,43048,La Chaise-Dieu
43800,43049,Chamalières-sur-Loire
43420,43180,Saint-Étienne-du-Vigan
43810,43217,Saint-Pierre-du-Champ
44690,44037,Château-Thébaud
38960,38383,Saint-Étienne-de-Crossey
38160,38463,Saint-Vérand
38090,38530,Vaulx-Milieu
38620,38564,Voissant
39800,39159,Colonne
92190,92048,Meudon
95550,95060,Bessancourt
95640,95102,Bréançon
95220,95306,Herblay-sur-Seine
97314,97352,Saül
97419,97408,La Possession
63660,63394,Saint-Romain
64330,64084,Aydie
64510,64091,Baliros
64340,64140,Boucau
86380,86281,Saint-Martin-la-Pallu
88130,88024,Avrainville
88600,88046,Beauménil
88150,88099,Chavelot
88270,88237,Hennecourt
45270,45078,Chapelon
45140,45169,Ingré
46230,46026,Belmont-Sainte-Foi
46100,46035,Boussac
39290,39323,Menotey
70360,70138,Chassey-lès-Scey
70230,70159,Cognières
70400,70277,Granges-le-Bourg
70110,70332,Marast
70190,70407,Perrouse
97620,97604,Bouéni
20100,NA,Granace
20160,NA,Letia
20140,NA,Olivese
64530,64344,Livron
78660,78009,Allainville
78930,78104,Breuil-Bois-Robert
78440,78113,Brueil-en-Vexin
88800,88285,Mandres-sur-Vair
88260,88330,Nonville
88600,88348,Pierrepont-sur-l'Arentèle
46500,46189,Mayrinhac-Lentour
46210,46203,Montet-et-Bouxal
47450,47069,Colayrac-Saint-Cirq
47250,47121,Labastide-Castel-Amouroux
47160,47214,Puch-d'Agenais
47150,47230,Saint-Aubin
71290,71365,Rancy
20253,NA,Barbaggio
20236,NA,Omessa
78630,78431,Morainvilliers
78125,78497,Poigny-la-Forêt
78980,78608,Le Tertre-Saint-Denis
79240,79147,Largeasse
79300,79238,Saint-Aubin-du-Plain
89360,89292,Percey
90200,90005,Auxelles-Bas
90800,90008,Bavilliers
90150,90049,Foussemagne
48170,48008,Arzenc-de-Randon
48230,48055,Cultures
48800,48135,Saint-André-Capcèze
72430,72021,Avoise
01430,01067,Ceignes
01290,01123,Cormoranche-sur-Saône
02350,02248,Cuirieux
02260,02337,Froidestrées
02140,02373,Hary
02420,02417,Lempire
02880,02464,Margival
02840,02587,Parfondru
02220,02695,Saint-Thibaut
79370,79282,ST MEDARD
80090,80021,Amiens
80150,80109,Le Boisle
62810,62316,Estrée-Wamin
62310,62533,Lugy
62127,62651,Penin
62140,62690,Raye-sur-Authie
62136,62706,Richebourg
36400,36236,Vicq-Exemplet
37350,37181,Paulmy
02400,02094,Blesmes
02860,02158,Chamouille
02800,02165,Charmes
03000,03040,Bressolles
03500,03169,Meillard
03500,03267,Saulcet
80135,80609,Oneux
80120,80688,Rue
80640,80754,Thieulloy-l'Abbaye
80220,80760,Tilloy-Floriville
81500,81011,Ambres
62450,62777,Le Sars
62580,62892,Willerval
63420,63220,Mazoires
63290,63271,Paslières
63800,63273,Pérignat-sur-Allier
63610,63383,Saint-Pierre-Colamine
38650,38342,Roissard
38460,38515,Trept
54385,54532,Tremblecourt
54640,54536,Tucquegnieux
54121,54546,Vandières
55100,55099,Champneuville
05250,05139,Dévoluy
37190,37200,Rivarennes
67220,67493,Triembach-au-Val
68630,68026,Bennwihr
63560,63428,Teilhet
64300,64088,Balansun
64120,64272,Ilharre
77510,77512,Villeneuve-sur-Bellot
78570,78015,Andrésy
39230,39124,Chaumergy
39240,39137,Saint-Hymetière-sur-Valouse
55150,55149,Delut
55600,55410,Quincy-Landzécourt
38780,38157,Estrablin
38220,38212,Livet-et-Gavet
38650,38355,Saint-Andéol
38870,38457,Saint-Siméon-de-Bressieux
68128,68349,Village-Neuf
69620,69239,Saint-Vérand
78790,78439,Mulcent
56380,56136,Monteneuf
39320,39273,Montlainsia
70100,70331,Mantoche
70200,70403,Palante
80610,80100,Bettencourt-Saint-Ouen
80560,80203,Colincamps
60310,60127,Canny-sur-Matz
60650,60220,Espaubourg
60650,60298,Hanvoile
50200,50007,ANCTEVILLE
50710,50151,Créances
50580,50183,Fierville-les-Mines
09420,09082,Castelnau-Durban
09250,09088,Caychax
09300,09106,Dreuilhe
70000,70517,Vallerois-Lorioz
57720,57584,Rimling
80132,80588,Neufmoulin
80880,80714,Saint-Quentin-la-Motte-Croix-au-Bailly
80540,80723,Saisseval
80800,80774,Vaire-sous-Corbie
80260,80792,La Vicogne
32170,32252,Miélan
32170,32281,Mont-de-Marrast
50240,50553,Saint-Senier-de-Beuvron
09200,09214,Moulis
58270,58232,Saint-Benin-d'Azy
58000,58278,Sermoise-sur-Loire
70110,70561,Villersexel
71110,71060,Briant
71140,71155,Cronat
71990,71223,La Grande-Verrière
71800,71421,Saint-Germain-en-Brionnais
32190,32462,Vic-Fezensac
28140,28114,Courbehaye
28480,28407,Vichères
11560,11145,Fleury
11270,11193,Lasserre-de-Prouille
11600,11416,Villarzel-Cabardès
60400,60059,Béhéricourt
60290,60134,Cauffry
60120,60182,Le Crocq
71500,71484,Saint-Usuge
71600,71491,Saint-Yan
72200,72108,CRE SUR LOIR
72260,72251,René
72130,72266,Saint-Aubin-de-Locquenay
72500,72356,Thoiré-sur-Dinan
72300,72378,Vion
33760,33523,Targon
34700,34036,Le Bosc
34220,34086,Courniou
34000,34172,Montpellier
29800,29270,Saint-Urbain
19400,19010,Argentat-sur-Dordogne
19360,19043,La Chapelle-aux-Brocs
19250,19071,Davignac
26420,26074,La Chapelle-en-Vercors
60640,60263,Frétoy-le-Château
74130,74212,Glières-Val-de-Borne
73800,73159,Les Mollettes
73240,73236,Saint-Genix-les-Villages
74370,74062,Charvonnex
74540,74097,Cusy
19170,19268,Toy-Viam
21540,21168,Chevannay
21120,21290,Gemeaux
27190,27047,Beaubray
76450,76403,Malleville-les-Grès
76480,76541,Roumare
68540,68088,Feldkirch
68210,68105,Gildwiller
68480,68184,Liebsdorf
68210,68268,Retzwiller
40300,40231,Port-de-Lanne
40320,40239,Puyol-Cazalet
21110,21319,Izeure
21600,21355,Longvic
21450,21364,Magny-Lambert
21210,21445,La Motte-Ternant
21910,21586,Saulon-la-Rue
39400,39367,Morbier
27560,27435,La Noë-Poulain
77154,77140,Coutençon
77410,77292,Messy
77950,77394,Rubelles
68640,68355,Waldighofen
69430,69054,Chénelette
69700,69213,ST JEAN DE TOUSLAS
41200,41282,Villeherviers
42480,42097,La Fouillouse
54160,54437,Pulligny
54330,54442,Quevilloncourt
54380,54460,Rogéville
39240,39542,VALFIN SUR VALOUSE
40310,40093,Escalans
40260,40152,Lesperon
40320,40226,Pimbo
40380,40324,Vicq-d'Auribat
17380,17012,Annezay
17240,17084,Champagnolles
17260,17178,Givrezac
17220,17245,Montroy
17170,17303,La Ronde
71220,71127,Chevagny-sur-Guye
71640,71221,Givry
71240,71252,Lalheue
71120,71268,Lugny-lès-Charolles
71390,71392,Saint-Boil
70500,70143,Chauvirey-le-Châtel
70200,70178,La Côte
54540,54539,Vacqueville
55110,55165,Doulcon
55110,55206,Gercourt-et-Drillancourt
41310,41098,Gombergean
42130,42009,Arthun
42720,42016,La Bénisson-Dieu
17120,17442,Thaims
18500,18005,Allouis
34610,34257,Saint-Geniès-de-Varensal
71350,71443,Saint-Loup-Géanges
72610,72006,Arçonnay
72110,72048,Briosne-lès-Sables
72150,72248,Pruillé-l'Éguillé
72230,72260,Ruaudin
76780,76230,Elbeuf-sur-Andelle
55270,55549,Véry
55250,55569,Villotte-devant-Louppy
55150,55572,Vittarville
56380,56226,Saint-Malo-de-Beignon
57920,57117,Buding
57530,57563,Raville
57580,57609,Saint-Epvre
57530,57654,Silly-sur-Nied
57580,57656,Sorbey
58450,58007,Annay
35350,35122,La Gouesnière
35550,35285,Saint-Just
73800,73240,Sainte-Hélène-du-Lac
74210,74072,Chevaline
76520,76313,Gouy
76113,76350,Hautot-sur-Seine
76340,76523,Rétonval
76850,76674,SEVIS
57420,57162,Cuvry
57260,57181,Domnom-lès-Dieuze
57400,57324,Hilbesheim
57230,57541,Philippsbourg
57550,57570,Rémering
58220,58048,Cessy-les-Bois
30460,30236,Saint-Bonnet-de-Salendrinque
30140,30270,Saint-Jean-du-Pin
30450,30316,Sénéchas
30210,30317,Sernhac
31110,31068,Billière
37460,37046,Céré-la-Ronde
37310,37075,Cigogné
06420,06073,Isola
60240,60411,Monneville
60430,60598,Saint-Sulpice
77700,77268,Magny-le-Hongre
59380,59588,Téteghem-Coudekerque-Village
57070,57693,Vantoux
57200,57745,Wiesviller
58700,58234,Saint-Bonnot
31340,31077,Le Born
31530,31339,Mérenvielle
31850,31352,Mondouzil
31220,31406,Palaminy
31160,31447,Razecueillé
31350,31510,Saint-Pé-Delbosc
07300,07177,Plats
07460,07280,Saint-Paul-le-Jeune
07460,07294,Saint-Sauveur-de-Cruzières
60150,60689,Villers-sur-Coudun
61110,61061,Bretoncelles
61160,61238,Louvières-en-Auge
61570,61256,Médavy
61270,61422,Les Aspres
60300,60138,Chamant
60127,60260,Fresnoy-la-Rivière
60112,60310,Herchies
60120,60436,Mory-Montcrux
49680,49378,Vivy
32160,32136,Galiax
24400,24211,Issac
24260,24217,Journiac
24540,24231,Lavalade
24470,24271,Milhac-de-Nontron
61310,61504,VILLEBADIN
65120,65210,Grust
65170,65465,Vielle-Aure
60480,60573,Sainte-Eusoye
60210,60605,Sarnois
60730,60651,Ully-Saint-Georges
50200,50354,MONTSURVENT
50600,50362,Moulines
73300,73135,La Tour-en-Maurienne
73310,73273,Saint-Pierre-de-Curtille
74570,74022,AVIERNOZ
24110,24295,Montrem
24190,24424,Saint-Jean-d'Ataux
24120,24547,Terrasson-Lavilledieu
25170,25030,Audeux
25420,25043,Bart
25380,25046,Battenans-Varin
67880,67223,Innenheim
61250,61321,Pacé
64150,64418,Noguères
27110,27698,Vitot
28140,28382,Terminiers
74330,74272,Sillingy
74210,74275,Talloires-Montmin
76870,76065,Beaussault
76220,76208,Cuy-Saint-Fiacre
25720,25473,Pugey
25220,25575,Vaire
01510,01019,Armix
01480,01021,Ars-sur-Formans
67450,67309,Mundolsheim
81360,81017,Arifat
82330,82069,Ginals
65240,65064,Bareilles
65140,65314,Monfaucon
65140,65446,Tostat
29710,29108,Landudec
30700,30111,Foissac
72600,72037,Blèves
76970,76325,Grémonville
76540,76529,Riville
76730,76731,Vénestanville
01230,01155,Évosges
01390,01424,Tramoyes
02800,02002,Achery
83340,83031,Le Cannet-des-Maures
83610,83043,Collobrières
66210,66098,La Llagonne
66760,66218,Ur
73200,73011,Albertville
73340,73036,Bellecombe-en-Bauges
73100,73208,Pugny-Chatenod
77560,77012,Augers-en-Brie
88300,88393,Rollainville
89410,89067,Cézy
89190,89171,Foissy-sur-Vanne
89150,89180,Fouchères
19170,19095,Lacelle
19200,19180,Saint-Angel
19500,19184,Saint-Bazile-de-Meyssac
21310,21056,Beire-le-Châtel
45310,45262,Rouvray-Sainte-Croix
46100,46021,Béduer
46260,46173,Limogne-en-Quercy
46500,46193,Miers
67600,67310,Mussig
81140,81246,Sainte-Cécile-du-Cayrou
82100,82080,Labastide-du-Temple
74300,74014,Arâches-la-Frasse
74230,74102,Dingy-Saint-Clair
74250,74311,Viuz-en-Sallaz
76720,76034,Val-de-Scie
76560,76087,Berville-en-Caux
89160,89210,Jully
89140,89456,Villemanoche
90800,90007,Banvillars
21120,21240,Échevannes
21500,21260,Fain-lès-Moutiers
21610,21277,Fontaine-Française
21460,21282,Forléans
21140,21291,Genay
21380,21408,Messigny-et-Vantoux
21500,21568,Saint-Rémy
21120,21614,Spoy
21110,21621,TART L ABBAYE
21130,21643,Tréclun
84460,84038,Cheval-Blanc
84480,84058,Lacoste
84130,84092,Le Pontet
84190,84130,Suzette
76750,76109,Bois-Héroult
76110,76118,Bornambusc
76680,76119,Bosc-Bérenger
76850,76125,Bosc-le-Hard
76590,76162,Le Catelier
76400,76187,Contremoulins
76570,76385,Limésy
76790,76390,Les Loges
93500,93055,Pantin
94140,94002,Alfortville
95420,95046,Banthelu
22340,22373,Tréogan
23200,23003,Alleyrat
23400,23030,Bourganeuf
49700,49003,Tuffalun
49330,49096,CHERRE
23190,23190,Saint-Domet
24210,24025,Bars
66370,66140,Pézilla-la-Rivière
66360,66191,Sansa
67120,67008,Altorf
67170,67039,Bilwisheim
98776,98740,RANGIROA
23500,23091,Gioux
24320,24038,Bertric-Burée
24660,24138,Coulounieix-Chamiers
49330,49335,SOEURDRES
50150,50088,Brouains
01480,01194,Jassans-Riottier
01350,01208,Lavours
24350,24243,Lisle
24600,24352,Ribérac
24300,24411,Saint-Front-sur-Nizonne
67210,67286,Meistratzheim
67240,67345,Oberhoffen-sur-Moder
67600,67362,Orschwiller
67560,67410,Rosenwiller
61330,61211,Juvigny Val d'Andaine
61100,61218,La Lande-Patry
61340,61309,Perche en Nocé
62610,62038,Ardres
02200,02077,Berzy-le-Sec
02160,02171,Chaudardes
02860,02205,Colligis-Crandelain
02260,02284,Erloy
02340,02502,Montcornet
25550,25048,Bavans
25560,25085,Bouverans
25600,25188,Dambenois
25340,25246,Fontaine-lès-Clerval
25380,25290,La Grange
25440,25336,Liesle
25390,25349,Loray
68500,68032,Berrwiller
68220,68061,Buschwiller
62111,62130,Bienvillers-au-Bois
62145,62509,Liettres
62240,62530,Lottinghen
62310,62562,Matringhem
62560,62569,Merck-Saint-Liévin
62520,62826,Le Touquet-Paris-Plage
63810,63129,Cros
02470,02543,Neuilly-Saint-Front
02580,02728,Sorbais
02240,02732,Surfontaine
25440,25416,Myon
25240,25483,Reculfoz
12540,12155,Fondamente
12400,12208,Saint-Affrique
69115,69058,Chiroubles
69770,69139,Montrottier
69790,69209,Saint-Igny-de-Vers
62550,62652,Pernes
62530,62793,Servins
62850,62803,Surques
62240,62853,Vieil-Moutier
64220,64026,Anhaux
64210,64249,Guéthary
